Date,Nyeri_rain,Meru_rain,Embu_rain,Murang'a_rain,Kericho_rain,Bomet_rain,Nandi_rain,Nyandarua_rain,Kisii_rain,Uasin Gishu_rain,Bungoma_rain,Kakamega_rain,Nakuru_rain,Laikipia_rain,Kitui_rain,Machakos_rain,Makueni_rain,Tharaka-Nithi_rain,West Pokot_rain,Narok_rain,Baringo_rain,Nyeri_soil,Meru_soil,Embu_soil,Murang'a_soil,Kericho_soil,Bomet_soil,Nandi_soil,Nyandarua_soil,Kisii_soil,Uasin Gishu_soil,Bungoma_soil,Kakamega_soil,Nakuru_soil,Laikipia_soil,Kitui_soil,Machakos_soil,Makueni_soil,Tharaka-Nithi_soil,West Pokot_soil,Narok_soil,Baringo_soil,Nyeri_temp,Meru_temp,Embu_temp,Murang'a_temp,Kericho_temp,Bomet_temp,Nandi_temp,Nyandarua_temp,Kisii_temp,Uasin Gishu_temp,Bungoma_temp,Kakamega_temp,Nakuru_temp,Laikipia_temp,Kitui_temp,Machakos_temp,Makueni_temp,Tharaka-Nithi_temp,West Pokot_temp,Narok_temp,Baringo_temp
1984-01-01,13.87015533447266,8.533500671386719,5.607272624969482,3.290344953536987,28.1893367767334,42.46342849731445,22.07437515258789,11.48989391326904,38.83424377441406,7.654500007629395,11.42891025543213,31.33687973022461,7.73201847076416,6.219564914703369,4.185487270355225,4.916046142578125,7.693249225616455,8.950704574584961,0.06539855152368546,40.07754516601562,5.031452178955078,2.114872932434082,0.4450158178806305,6.588220119476318,0.0,12.74256420135498,7.332395553588867,29.04915428161621,6.523311614990234,43.0830078125,10.23168182373047,21.21697425842285,56.72187423706055,5.058186531066895,7.696063995361328,14.26324844360352,18.4670467376709,28.9735279083252,3.5724036693573,17.90324592590332,9.605637550354004,7.339461803436279,16.92323412557013,21.39678858479486,21.96455200705644,18.00153053715393,18.59420789971257,19.02140904257116,18.6306325155636,16.87974863760386,21.48715295189185,18.30164284822318,18.55380448435684,20.94149103255224,16.05775593877843,18.87627372011021,25.56961066777811,20.18169658283368,22.65858736839493,20.68257242484978,23.31816056171805,19.40624108602372,20.57026419621041
1984-02-01,5.053926467895508,7.112500190734863,3.425454139709473,2.377930879592896,45.08933258056641,40.47761154174805,36.66249847412109,11.05957412719727,58.09589004516602,16.2185001373291,35.58862686157227,62.20354080200195,16.46380424499512,1.755978345870972,0.8755668997764587,1.7040114402771,0.01898734085261822,1.216901302337646,6.743115901947021,38.99606323242188,5.875483512878418,0.4961813390254974,0.09351176023483276,2.308252334594727,0.0,7.000085353851318,3.630210161209106,17.3590202331543,3.067364454269409,25.07317352294922,6.240791320800781,13.56494426727295,37.84516525268555,2.78265643119812,3.020260572433472,6.994906902313232,6.588808536529541,13.4280891418457,1.053911089897156,12.79147052764893,5.97821569442749,4.758248805999756,18.01221458532065,22.5509876405766,23.18318828622247,19.11843750109498,19.56226945941769,19.9101733316935,19.78766521748962,17.85223778245587,22.39859376085219,19.67973692116641,19.84992594308042,22.03506634625989,17.01138032955351,20.06129418130645,26.66416636546099,21.41520935900748,23.76867886884477,21.86582602317679,24.60608704652931,20.3085782438836,21.7890261922105
1984-03-01,29.19371795654297,30.44599914550781,18.93696975708008,15.19517230987549,60.41466903686523,55.38582229614258,42.83187484741211,25.52712821960449,62.70958709716797,20.66899871826172,43.37393569946289,58.268798828125,20.27935218811035,16.26739311218262,24.76893424987793,34.59111785888672,30.05864906311035,22.53943634033203,11.19420337677002,30.2164134979248,17.2575798034668,0.1598790735006332,0.004763379227370024,1.010613203048706,0.0,5.61325216293335,1.640576004981995,13.80326366424561,1.595321655273438,15.37835025787354,3.948201179504395,9.460965156555176,29.35863304138184,1.585960030555725,1.362285256385803,5.568755626678467,3.453877687454224,8.709405899047852,0.2919113636016846,9.38750171661377,4.512994289398193,3.163497686386108,18.5638160375918,23.25693849286098,23.64467420413961,19.56235462287292,20.21940751901977,20.31886117588522,20.55767346541286,18.5376952952528,22.69780123112608,20.44631362234789,20.55404794932071,22.57401268760644,17.57164161548181,20.78743188931944,26.87008215684558,21.84512936592618,24.0859419761625,22.45821261536929,25.13774486181211,20.49497736860573,22.46390793954552
1984-04-01,96.56126403808594,129.3867492675781,212.5290985107422,100.6669082641602,187.5933380126953,209.9820709228516,179.3931274414062,61.10160064697266,312.728759765625,101.8015060424805,199.0886383056641,271.9517822265625,71.96495819091797,44.65579605102539,123.68701171875,146.7492828369141,145.4042053222656,206.7204284667969,74.88949584960938,146.4978790283203,45.062255859375,5.664700031280518,17.29714775085449,31.16483497619629,1.058443427085876,22.29258918762207,22.90133094787598,45.29823684692383,5.814333438873291,45.50175476074219,12.41535091400146,28.46251487731934,71.61444091796875,6.863668918609619,1.231556415557861,33.09195709228516,28.39495849609375,39.40572738647461,23.47575950622559,23.34211730957031,26.53117370605469,3.272468566894531,17.78056738365662,22.41637240582292,22.46678938294303,18.49735693037832,18.8939087341238,18.59504382517805,19.4081027180843,17.50540557680539,21.00910854462706,19.30909923828026,19.34851905003421,21.12798952391675,16.39875754936782,20.25712392003109,25.30987796894814,20.60864478932932,22.70515830288976,21.50211660831348,24.01865182363196,18.69837981348401,21.54149174117576
1984-05-01,12.93769645690918,2.955750226974487,0.05818182229995728,6.729654788970947,117.97265625,89.99626922607422,131.0762481689453,9.079787254333496,156.6219177246094,81.98399353027344,206.3279571533203,240.4319305419922,22.90742301940918,6.738043308258057,0.5714285373687744,1.433237791061401,0.0,0.2147887349128723,35.71503448486328,30.91410827636719,13.98516273498535,2.497308015823364,13.75903797149658,26.95930290222168,0.05056916177272797,31.55890464782715,25.32283020019531,59.13182067871094,2.823117971420288,60.68954467773438,17.38819694519043,49.65896987915039,95.04747772216797,5.606981754302979,0.3617410957813263,29.42800712585449,19.69463920593262,34.64389038085938,19.46218299865723,19.11115837097168,18.26543617248535,1.731237769126892,16.87946731265719,21.78945188011719,21.56550926209729,17.40073286009339,18.14330766156523,17.68340471895301,18.56826904572075,16.67365483098659,20.25154451760406,18.364282730615,18.42662591780513,20.31074443148962,15.47785406943427,19.6186356516199,24.4587475977181,19.39775955865838,21.60612039369452,20.75419049988927,23.07607031996224,17.60354291118604,20.72573315902057
1984-06-01,0.0,0.9160000085830688,0.0,0.0,120.4660034179688,96.92388153076172,141.5368804931641,6.064893245697021,138.1137084960938,123.8990020751953,136.3132629394531,162.3248291015625,25.92505645751953,4.189311504364014,0.5717687010765076,0.2063037306070328,0.652531623840332,0.0,51.35942077636719,29.15067100524902,27.47983932495117,0.9123332500457764,4.282463073730469,10.75611591339111,0.0,27.75267028808594,11.56027317047119,59.84402465820312,1.192531704902649,56.59188842773438,18.82855796813965,50.1128044128418,96.41769409179688,2.043431758880615,0.182792142033577,13.12479496002197,8.026618957519531,15.42890930175781,6.869174957275391,21.38948059082031,8.12355899810791,1.080913186073303,15.97297884820176,21.06100046202806,20.50680044032237,16.43711100184453,17.34869167938022,16.82939525331566,17.75442713122099,15.77761178623754,19.68516718120049,17.58141014329242,17.64292375129505,19.62132737242255,14.50913160543051,18.93565389929317,23.45186546483873,18.50879790091832,20.63045973551428,19.8621065193118,22.29862413049397,16.7923122022039,19.97623645231521
1984-07-01,33.38795471191406,8.344499588012695,8.478787422180176,15.6965503692627,141.5726623535156,147.1865692138672,205.2562561035156,70.27021026611328,141.95068359375,148.91650390625,172.3947906494141,218.0290832519531,71.42089080810547,28.39021682739258,0.5329931974411011,5.770487308502197,0.03206751123070717,5.1485915184021,47.74166870117188,67.23407745361328,65.84661865234375,0.3636320531368256,1.741991877555847,5.421324253082275,0.0,30.99823570251465,11.60159015655518,68.12041473388672,4.121274471282959,50.1292724609375,26.9383373260498,50.10869216918945,95.9405746459961,5.056324481964111,0.1212417259812355,7.268468856811523,3.885185241699219,8.3996000289917,3.105293035507202,19.32063865661621,7.400393009185791,4.663358688354492,15.51365041964242,20.53371810840358,19.93310989226806,16.05587765745049,16.86351304508428,16.50637850761635,17.17528684877486,15.19254077728255,19.59533579996698,16.95561145240505,17.01375225571048,19.088788451923,13.97826273425757,18.33280984571165,22.80460473633749,18.22078203666085,20.28483142464049,19.30159971752957,21.55786491810904,16.57873060690914,19.19687033546221
1984-08-01,8.927225112915039,0.2057500034570694,0.0,0.1572413742542267,179.5526580810547,183.03955078125,237.41064453125,28.5670223236084,176.9219207763672,121.0379943847656,153.1725006103516,226.8687896728516,56.11856460571289,4.81376838684082,0.8208049535751343,0.0,0.3297468423843384,0.0,43.6811637878418,69.30076599121094,25.01225852966309,0.09746687859296799,0.6956133842468262,2.852007150650024,0.0,51.60679626464844,37.02506637573242,86.72124481201172,9.31737995147705,67.78662872314453,34.90603256225586,62.88798522949219,98.6419677734375,6.412054061889648,0.07877790182828903,4.196826457977295,1.932989954948425,4.723175525665283,1.417331099510193,33.72246170043945,6.149699687957764,5.890041351318359,15.8632775549726,20.98015132885509,20.39667818820249,16.59017961575983,17.36874208329173,17.19485505480571,17.59218808927231,15.47759024608423,20.39019822537436,17.31254463229337,17.47943911316149,19.62043167288756,14.42951509745127,18.59448113827266,23.2031347495069,18.83262443374721,20.76739989429223,19.72386021198925,21.98022537859326,17.46812734531098,19.46376221549627
1984-09-01,29.52617835998535,7.517499923706055,4.198182106018066,13.18275833129883,110.6786727905273,93.37462615966797,111.9375,60.48404312133789,95.05205535888672,84.37650299072266,99.9924087524414,120.2631149291992,61.18793869018555,40.80634307861328,4.355442523956299,0.1025787964463234,1.647890210151672,4.045070648193359,47.82137680053711,39.15316772460938,43.65483856201172,0.007964078336954117,0.2743323743343353,1.585896492004395,0.0,48.37896728515625,30.12570762634277,87.70536041259766,3.189762830734253,60.692626953125,23.22843933105469,58.94626998901367,99.51978302001953,6.026009082794189,0.04824164137244225,2.596190929412842,1.006546974182129,2.816005706787109,0.6956744194030762,24.59248542785645,2.347893714904785,2.325875997543335,16.85924443692389,21.95953010190693,21.5998229703059,17.70890160966341,18.12184237762784,18.09654726617666,18.34578447033539,16.40750747533365,21.14324190546494,18.1121367879181,18.10453274760962,20.28560241595425,15.35785895955307,19.62273795751001,24.32317941055349,19.98112905267048,21.86833131799812,20.80548713630553,23.15841155738635,18.61648596738394,20.60722945703914
1984-10-01,22.56492042541504,31.0357494354248,26.76000022888184,19.86206817626953,64.725341796875,69.45821380615234,72.6762466430664,22.23882865905762,72.41232299804688,43.35950088500977,82.8151626586914,100.1581573486328,31.59257698059082,13.09438323974609,35.85328674316406,12.47421169281006,8.016034126281738,32.38520812988281,9.817571640014648,27.26948165893555,13.61967754364014,0.0,0.1464178413152695,0.9321416020393372,0.0,39.14633560180664,24.08784294128418,76.2231674194336,3.436154127120972,43.10641098022461,18.19996070861816,50.4471435546875,97.61821746826172,5.12582540512085,0.02784666977822781,3.900448560714722,0.5507051944732666,1.882980346679688,0.500376284122467,14.60985088348389,1.455294609069824,1.07289707660675,17.26189132071265,22.28948431797467,22.23027745240055,18.23618913932668,18.44616941600063,18.61783476229127,18.55150882221943,16.76518964372932,21.53107630995169,18.20715379604997,18.21024776266159,20.53162966071977,15.77775915351518,19.9422625940169,25.08359651521105,20.62702775038674,22.68517711968487,21.25559404349698,23.36960733109763,19.25528704901197,20.90811422262662
